curriculum_track,skill_name,recommendation,generated_by,date_generated
IT Network Technology,data analysis,Critical industry skill not sufficiently covered: data analysis,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,data warehouse,Critical industry skill not sufficiently covered: data warehouse,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,excel,Critical industry skill not sufficiently covered: excel,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,full stack,Critical industry skill not sufficiently covered: full stack,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,information security,Critical industry skill not sufficiently covered: information security,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,scala,Critical industry skill not sufficiently covered: scala,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,sql,Critical industry skill not sufficiently covered: sql,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,ssis,Critical industry skill not sufficiently covered: ssis,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,802.11,Additional skill that could be added or strengthened: 802.11,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,a/b testing,Additional skill that could be added or strengthened: a/b testing,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,ab testing,Additional skill that could be added or strengthened: ab testing,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,activemq,Additional skill that could be added or strengthened: activemq,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,adf,Additional skill that could be added or strengthened: adf,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,advanced excel,Additional skill that could be added or strengthened: advanced excel,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,agile,Additional skill that could be added or strengthened: agile,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,airflow,Additional skill that could be added or strengthened: airflow,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,aks,Additional skill that could be added or strengthened: aks,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,amazon web services,Additional skill that could be added or strengthened: amazon web services,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,angular,Additional skill that could be added or strengthened: angular,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,angular.js,Additional skill that could be added or strengthened: angular.js,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,angularjs,Additional skill that could be added or strengthened: angularjs,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,ansible,Additional skill that could be added or strengthened: ansible,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,apache,Additional skill that could be added or strengthened: apache,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,apache airflow,Additional skill that could be added or strengthened: apache airflow,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,apache nifi,Additional skill that could be added or strengthened: apache nifi,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,api development,Additional skill that could be added or strengthened: api development,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,application monitoring,Additional skill that could be added or strengthened: application monitoring,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,asp.net,Additional skill that could be added or strengthened: asp.net,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,asp.net core,Additional skill that could be added or strengthened: asp.net core,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,aws glue,Additional skill that could be added or strengthened: aws glue,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,azure,Additional skill that could be added or strengthened: azure,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,azure data factory,Additional skill that could be added or strengthened: azure data factory,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,azure sql,Additional skill that could be added or strengthened: azure sql,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,azure sql database,Additional skill that could be added or strengthened: azure sql database,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,backend,Additional skill that could be added or strengthened: backend,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,backup and recovery,Additional skill that could be added or strengthened: backup and recovery,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,bamboo,Additional skill that could be added or strengthened: bamboo,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,bash,Additional skill that could be added or strengthened: bash,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,batch processing,Additional skill that could be added or strengthened: batch processing,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,bayesian,Additional skill that could be added or strengthened: bayesian,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,bayesian modeling,Additional skill that could be added or strengthened: bayesian modeling,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,bdd,Additional skill that could be added or strengthened: bdd,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,beam,Additional skill that could be added or strengthened: beam,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,bgp,Additional skill that could be added or strengthened: bgp,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,big query,Additional skill that could be added or strengthened: big query,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,bigquery,Additional skill that could be added or strengthened: bigquery,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,bigtable,Additional skill that could be added or strengthened: bigtable,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,bitbucket,Additional skill that could be added or strengthened: bitbucket,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,c and c++,Additional skill that could be added or strengthened: c and c++,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,c++,Additional skill that could be added or strengthened: c++,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,c/c++,Additional skill that could be added or strengthened: c/c++,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,cassandra,Additional skill that could be added or strengthened: cassandra,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,centos,Additional skill that could be added or strengthened: centos,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,chef,Additional skill that could be added or strengthened: chef,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,ci/cd,Additional skill that could be added or strengthened: ci/cd,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,circleci,Additional skill that could be added or strengthened: circleci,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,cloud architecture,Additional skill that could be added or strengthened: cloud architecture,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,cloud security,Additional skill that could be added or strengthened: cloud security,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,cloud sql,Additional skill that could be added or strengthened: cloud sql,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,cloud storage,Additional skill that could be added or strengthened: cloud storage,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,cloudformation,Additional skill that could be added or strengthened: cloudformation,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,cognos,Additional skill that could be added or strengthened: cognos,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,collibra,Additional skill that could be added or strengthened: collibra,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,computer vision,Additional skill that could be added or strengthened: computer vision,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,configuration management,Additional skill that could be added or strengthened: configuration management,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,confluence,Additional skill that could be added or strengthened: confluence,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,continuous delivery,Additional skill that could be added or strengthened: continuous delivery,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,continuous deployment,Additional skill that could be added or strengthened: continuous deployment,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,continuous integration,Additional skill that could be added or strengthened: continuous integration,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,cosmos db,Additional skill that could be added or strengthened: cosmos db,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,couchbase,Additional skill that could be added or strengthened: couchbase,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,d3.js,Additional skill that could be added or strengthened: d3.js,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,data catalog,Additional skill that could be added or strengthened: data catalog,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,data cleaning,Additional skill that could be added or strengthened: data cleaning,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,data cleansing,Additional skill that could be added or strengthened: data cleansing,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,data extraction,Additional skill that could be added or strengthened: data extraction,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,data ingestion,Additional skill that could be added or strengthened: data ingestion,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,data lake,Additional skill that could be added or strengthened: data lake,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,data lakes,Additional skill that could be added or strengthened: data lakes,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,data lineage,Additional skill that could be added or strengthened: data lineage,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,data loading,Additional skill that could be added or strengthened: data loading,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,data mart,Additional skill that could be added or strengthened: data mart,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,data mining,Additional skill that could be added or strengthened: data mining,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,data pipeline,Additional skill that could be added or strengthened: data pipeline,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,data pipelines,Additional skill that could be added or strengthened: data pipelines,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,data preprocessing,Additional skill that could be added or strengthened: data preprocessing,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,data profiling,Additional skill that could be added or strengthened: data profiling,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,data quality,Additional skill that could be added or strengthened: data quality,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,data validation,Additional skill that could be added or strengthened: data validation,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,data vault,Additional skill that could be added or strengthened: data vault,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,data warehousing,Additional skill that could be added or strengthened: data warehousing,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,data wrangling,Additional skill that could be added or strengthened: data wrangling,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,database administration,Additional skill that could be added or strengthened: database administration,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,databricks,Additional skill that could be added or strengthened: databricks,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,datadog,Additional skill that could be added or strengthened: datadog,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,dax,Additional skill that could be added or strengthened: dax,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,db2,Additional skill that could be added or strengthened: db2,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,dbt,Additional skill that could be added or strengthened: dbt,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,deep learning,Additional skill that could be added or strengthened: deep learning,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,dimension table,Additional skill that could be added or strengthened: dimension table,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,dimensional modeling,Additional skill that could be added or strengthened: dimensional modeling,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,dimensional modelling,Additional skill that could be added or strengthened: dimensional modelling,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,distributed systems,Additional skill that could be added or strengthened: distributed systems,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,django,Additional skill that could be added or strengthened: django,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,dns,Additional skill that could be added or strengthened: dns,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,docker,Additional skill that could be added or strengthened: docker,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,dynamodb,Additional skill that could be added or strengthened: dynamodb,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,ec2,Additional skill that could be added or strengthened: ec2,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,eigrp,Additional skill that could be added or strengthened: eigrp,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,eks,Additional skill that could be added or strengthened: eks,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,elasticsearch,Additional skill that could be added or strengthened: elasticsearch,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,elk stack,Additional skill that could be added or strengthened: elk stack,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,elt,Additional skill that could be added or strengthened: elt,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,er modeling,Additional skill that could be added or strengthened: er modeling,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,etl,Additional skill that could be added or strengthened: etl,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,exploratory data analysis,Additional skill that could be added or strengthened: exploratory data analysis,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,express.js,Additional skill that could be added or strengthened: express.js,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,f5,Additional skill that could be added or strengthened: f5,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,fact table,Additional skill that could be added or strengthened: fact table,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,feature engineering,Additional skill that could be added or strengthened: feature engineering,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,firewall,Additional skill that could be added or strengthened: firewall,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,flask,Additional skill that could be added or strengthened: flask,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,flink,Additional skill that could be added or strengthened: flink,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,frontend,Additional skill that could be added or strengthened: frontend,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,full-stack,Additional skill that could be added or strengthened: full-stack,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,gcp,Additional skill that could be added or strengthened: gcp,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,gensim,Additional skill that could be added or strengthened: gensim,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,github,Additional skill that could be added or strengthened: github,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,gitlab,Additional skill that could be added or strengthened: gitlab,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,go,Additional skill that could be added or strengthened: go,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,go programming,Additional skill that could be added or strengthened: go programming,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,golang,Additional skill that could be added or strengthened: golang,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,google cloud,Additional skill that could be added or strengthened: google cloud,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,grafana,Additional skill that could be added or strengthened: grafana,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,graphql,Additional skill that could be added or strengthened: graphql,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,greenplum,Additional skill that could be added or strengthened: greenplum,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,hadoop,Additional skill that could be added or strengthened: hadoop,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,hbase,Additional skill that could be added or strengthened: hbase,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,hibernate,Additional skill that could be added or strengthened: hibernate,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,hive,Additional skill that could be added or strengthened: hive,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,hyper-v,Additional skill that could be added or strengthened: hyper-v,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,hypothesis testing,Additional skill that could be added or strengthened: hypothesis testing,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,iaas,Additional skill that could be added or strengthened: iaas,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,icinga,Additional skill that could be added or strengthened: icinga,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,indexing,Additional skill that could be added or strengthened: indexing,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,informatica,Additional skill that could be added or strengthened: informatica,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,informatica data quality,Additional skill that could be added or strengthened: informatica data quality,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,infrastructure monitoring,Additional skill that could be added or strengthened: infrastructure monitoring,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,javascript,Additional skill that could be added or strengthened: javascript,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,jenkins,Additional skill that could be added or strengthened: jenkins,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,jira,Additional skill that could be added or strengthened: jira,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,jquery,Additional skill that could be added or strengthened: jquery,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,juniper,Additional skill that could be added or strengthened: juniper,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,jupyter,Additional skill that could be added or strengthened: jupyter,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,jupyter notebook,Additional skill that could be added or strengthened: jupyter notebook,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,k8s,Additional skill that could be added or strengthened: k8s,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,kafka,Additional skill that could be added or strengthened: kafka,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,kafka streams,Additional skill that could be added or strengthened: kafka streams,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,kanban,Additional skill that could be added or strengthened: kanban,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,keras,Additional skill that could be added or strengthened: keras,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,kibana,Additional skill that could be added or strengthened: kibana,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,kinesis,Additional skill that could be added or strengthened: kinesis,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,kotlin,Additional skill that could be added or strengthened: kotlin,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,kubernetes,Additional skill that could be added or strengthened: kubernetes,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,lambda,Additional skill that could be added or strengthened: lambda,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,laravel,Additional skill that could be added or strengthened: laravel,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,ldap,Additional skill that could be added or strengthened: ldap,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,lightgbm,Additional skill that could be added or strengthened: lightgbm,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,load balancer,Additional skill that could be added or strengthened: load balancer,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,log management,Additional skill that could be added or strengthened: log management,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,logstash,Additional skill that could be added or strengthened: logstash,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,looker,Additional skill that could be added or strengthened: looker,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,luigi,Additional skill that could be added or strengthened: luigi,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,mapreduce,Additional skill that could be added or strengthened: mapreduce,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,mariadb,Additional skill that could be added or strengthened: mariadb,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,master data management,Additional skill that could be added or strengthened: master data management,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,matlab,Additional skill that could be added or strengthened: matlab,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,matplotlib,Additional skill that could be added or strengthened: matplotlib,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,mdm,Additional skill that could be added or strengthened: mdm,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,mdx,Additional skill that could be added or strengthened: mdx,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,memcached,Additional skill that could be added or strengthened: memcached,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,message queue,Additional skill that could be added or strengthened: message queue,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,microsoft office,Additional skill that could be added or strengthened: microsoft office,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,microsoft sql server,Additional skill that could be added or strengthened: microsoft sql server,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,microstrategy,Additional skill that could be added or strengthened: microstrategy,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,ml models,Additional skill that could be added or strengthened: ml models,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,model deployment,Additional skill that could be added or strengthened: model deployment,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,model evaluation,Additional skill that could be added or strengthened: model evaluation,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,model training,Additional skill that could be added or strengthened: model training,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,model tuning,Additional skill that could be added or strengthened: model tuning,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,mongodb,Additional skill that could be added or strengthened: mongodb,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,mpls,Additional skill that could be added or strengthened: mpls,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,ms office,Additional skill that could be added or strengthened: ms office,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,mysql,Additional skill that could be added or strengthened: mysql,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,nagios,Additional skill that could be added or strengthened: nagios,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,natural language processing,Additional skill that could be added or strengthened: natural language processing,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,neo4j,Additional skill that could be added or strengthened: neo4j,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,new relic,Additional skill that could be added or strengthened: new relic,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,nginx,Additional skill that could be added or strengthened: nginx,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,nlp,Additional skill that could be added or strengthened: nlp,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,node.js,Additional skill that could be added or strengthened: node.js,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,nodejs,Additional skill that could be added or strengthened: nodejs,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,nosql,Additional skill that could be added or strengthened: nosql,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,notebooks,Additional skill that could be added or strengthened: notebooks,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,object oriented programming,Additional skill that could be added or strengthened: object oriented programming,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,objective-c,Additional skill that could be added or strengthened: objective-c,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,office 365,Additional skill that could be added or strengthened: office 365,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,olap,Additional skill that could be added or strengthened: olap,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,oltp,Additional skill that could be added or strengthened: oltp,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,opencv,Additional skill that could be added or strengthened: opencv,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,oracle,Additional skill that could be added or strengthened: oracle,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,ospf,Additional skill that could be added or strengthened: ospf,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,paas,Additional skill that could be added or strengthened: paas,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,patch management,Additional skill that could be added or strengthened: patch management,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,penetration testing,Additional skill that could be added or strengthened: penetration testing,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,pentaho,Additional skill that could be added or strengthened: pentaho,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,php,Additional skill that could be added or strengthened: php,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,pig,Additional skill that could be added or strengthened: pig,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,pl/sql,Additional skill that could be added or strengthened: pl/sql,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,plotly,Additional skill that could be added or strengthened: plotly,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,plsql,Additional skill that could be added or strengthened: plsql,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,postgres,Additional skill that could be added or strengthened: postgres,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,postgresql,Additional skill that could be added or strengthened: postgresql,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
IT Network Technology,power bi,Additional skill that could be added or strengthened: power bi,auto_sbert_siamese_v1,2025-12-06T05:04:28.096110
