track,course_code,course_title,skill_name,relevance
IT Network Technology,S-ITPC312L,Cisco Networking Semester 1,network connectivity,1
IT Network Technology,S-ITPC312L,Cisco Networking Semester 1,how the upper layers,1
IT Network Technology,S-ITPC312L,Cisco Networking Semester 1,security best practices,1
IT Network Technology,S-ITPC312L,Cisco Networking Semester 1,troubleshoot connectivity,1
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),virtual private network vpn operations,5
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),devnet associate certification exam,5
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),skills,5
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),common issues,5
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),addition,5
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),network devices,5
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),converged applications,5
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),network requirements,5
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),data link protocols,5
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),basic python programming and linux skills,1
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),devnet associate course,5
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),wan technologies,5
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),network services,5
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),devops,5
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),development environment,1
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),devnet resources,1
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),design best practices,1
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),software development,1
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),devices,1
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),network connectivity,1
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),data,1
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),applications,1
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),current technologies,1
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),software testing,1
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),deployment methods,1
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),automation and simulation environments,1
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),automation,1
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),infrastructure management,1
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),cisco platforms,1
IT Network Technology,S-ITNT415Lc,S-ITNT415Lc - Cisco Networking Semester 4 (DevNet),collaboration,1
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),virtual private network vpn operations,5
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),devnet associate certification exam,5
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),skills,5
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),common issues,5
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),addition,5
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),network devices,5
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),converged applications,5
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),network requirements,5
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),data link protocols,5
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),basic python programming and linux skills,1
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),devnet associate course,5
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),wan technologies,5
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),network services,5
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),devops,5
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),development environment,1
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),devnet resources,1
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),design best practices,1
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),software development,1
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),devices,1
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),network connectivity,1
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),data,1
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),applications,1
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),current technologies,1
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),software testing,1
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),deployment methods,1
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),automation and simulation environments,1
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),automation,1
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),infrastructure management,1
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),cisco platforms,1
IT Network Technology,S-ITNT415L,S-ITNT415L- Cisco Networking Semester 4 (DevNet),collaboration,1
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,feedback,5
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,devices,5
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,cyber criminals,1
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,disaster recovery plans,5
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,fundamentals,5
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,outcomes-based education,5
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,secure computer network environments,5
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,authentication methods,5
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,disaster,5
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,network security architectures,5
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,assessment type,5
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,cybersecurity specialists,1
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,cybersecurity essentials,5
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,remote access,5
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,21st century learning design,5
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,communication,5
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,both hardware and software topics,5
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,cisco networking academy program,5
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,both online and offline/module-based approach,5
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,institutional guidelines,5
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,network security,5
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,forensics,5
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,city,5
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,21cld,5
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,security attacks,1
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,protection,1
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,mitigation technologies,1
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,controls,1
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,skills,1
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,security management,1
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,procedures,1
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,technologies,1
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,cybersecurity professionals,1
IT Network Technology,S-ITCS318LA (CS),INFORMATION ASSURANCE AND SECURITY,21st century skills,1
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,outstanding user experiences,5
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,user-centered design,5
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,designs,5
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,related products,5
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,human and computer interaction,1
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,deep dive,5
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,services,5
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,different concepts,1
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,user interfaces,1
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,effective and usable graphical computer interfaces,1
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,interface designs,1
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,figmas prototyping tools,1
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,computer/it applications,1
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,different techniques,1
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,human-computer interaction,1
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,collaborative review,1
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,feedback processes,1
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,simple methods,1
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,usability requirements,1
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,diverse user needs,1
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,techniques,1
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,design,1
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,design projects,1
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,essential 21st-century skills,1
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,creativity,1
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,critical thinking,1
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,communication,1
IT Network Technology,S-ITCS125LA,Human-Computer Interaction,collaboration,1
IT Network Technology,ITCP412,Capstone Project 2,software engineering and information technology,1
IT Network Technology,ITCP412,Capstone Project 2,systems analysis,1
IT Network Technology,ITCP412,Capstone Project 2,design,2
IT Network Technology,ITCP412,Capstone Project 2,software,5
IT Network Technology,ITCP412,Capstone Project 2,original research data,1
IT Network Technology,ITCP412,Capstone Project 2,ethical protocols,1
IT Network Technology,ITCP412,Capstone Project 2,original data,1
IT Network Technology,ITCP412,Capstone Project 2,implications,1
IT Network Technology,ITCP412,Capstone Project 2,conclusions,1
IT Network Technology,ITCP412,Capstone Project 2,real problems,1
IT Network Technology,ITCP412,Capstone Project 2,integrated information systems,1
IT Network Technology,ITCP412,Capstone Project 2,technology,1
IT Network Technology,ITCP412,Capstone Project 2,21st century skills,1
IT Network Technology,S-ITNT311,Internet of Things,challenges,5
IT Network Technology,S-ITNT311,Internet of Things,people,5
IT Network Technology,S-ITNT311,Internet of Things,key concepts,5
IT Network Technology,S-ITNT311,Internet of Things,privacy,5
IT Network Technology,S-ITNT311,Internet of Things,digital transformation,5
IT Network Technology,S-ITNT311,Internet of Things,things course,5
IT Network Technology,S-ITNT311,Internet of Things,automation,5
IT Network Technology,S-ITNT311,Internet of Things,things,5
IT Network Technology,S-ITNT311,Internet of Things,every person,5
IT Network Technology,S-ITNT311,Internet of Things,every industry,5
IT Network Technology,S-ITNT311,Internet of Things,impact,1
IT Network Technology,S-ITNT311,Internet of Things,artificial intelligence,5
IT Network Technology,S-ITNT311,Internet of Things,security,5
IT Network Technology,S-ITNT311,Internet of Things,data,5
IT Network Technology,S-ITNT311,Internet of Things,intelligent devices,5
IT Network Technology,S-ITNT311,Internet of Things,ways,5
IT Network Technology,S-ITNT311,Internet of Things,digital technology,5
IT Network Technology,S-ITNT311,Internet of Things,iot devices,1
IT Network Technology,S-ITNT311,Internet of Things,basic programming,1
IT Network Technology,S-ITNT311,Internet of Things,society,1
IT Network Technology,S-ITNT311,Internet of Things,digital business,1
IT Network Technology,S-ITNT311,Internet of Things,value,1
IT Network Technology,S-ITNT311,Internet of Things,evaluate opportunities,1
IT Network Technology,S-ITNT311,Internet of Things,demonstrate 21st century skills,1
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,feedback,5
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,devices,5
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,cyber criminals,1
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,disaster recovery plans,5
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,fundamentals,5
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,outcomes-based education,5
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,secure computer network environments,5
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,authentication methods,5
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,disaster,5
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,network security architectures,5
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,assessment type,5
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,cybersecurity specialists,1
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,cybersecurity essentials,5
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,remote access,5
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,21st century learning design,5
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,communication,5
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,both hardware and software topics,5
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,cisco networking academy program,5
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,both online and offline/module-based approach,5
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,institutional guidelines,5
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,network security,5
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,forensics,5
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,city,5
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,21cld,5
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,security attacks,1
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,protection,1
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,mitigation technologies,1
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,controls,1
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,skills,1
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,security management,1
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,procedures,1
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,technologies,1
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,cybersecurity professionals,1
IT Network Technology,S-ITCS318 (CS),INFORMATION ASSURANCE AND SECURITY,21st century skills,1
IT Network Technology,S-ITPC419,System Administration and Maintenance,windows terminal services,5
IT Network Technology,S-ITPC419,System Administration and Maintenance,local and domain group policy,5
IT Network Technology,S-ITPC419,System Administration and Maintenance,installation,5
IT Network Technology,S-ITPC419,System Administration and Maintenance,ntfs file system,5
IT Network Technology,S-ITPC419,System Administration and Maintenance,internet information services,5
IT Network Technology,S-ITPC419,System Administration and Maintenance,administration,5
IT Network Technology,S-ITPC419,System Administration and Maintenance,understand system administration,1
IT Network Technology,S-ITPC419,System Administration and Maintenance,windows,5
IT Network Technology,S-ITPC419,System Administration and Maintenance,domain name system,5
IT Network Technology,S-ITPC419,System Administration and Maintenance,virtual machine,5
IT Network Technology,S-ITPC419,System Administration and Maintenance,communications,5
IT Network Technology,S-ITPC419,System Administration and Maintenance,operating systems,5
IT Network Technology,S-ITPC419,System Administration and Maintenance,maintenance,5
IT Network Technology,S-ITPC419,System Administration and Maintenance,active director,5
IT Network Technology,S-ITPC419,System Administration and Maintenance,internet security,5
IT Network Technology,S-ITPC419,System Administration and Maintenance,acceleration server,5
IT Network Technology,S-ITPC419,System Administration and Maintenance,windows server,5
IT Network Technology,S-ITPC419,System Administration and Maintenance,linux,5
IT Network Technology,S-ITPC419,System Administration and Maintenance,folder permissions,5
IT Network Technology,S-ITPC419,System Administration and Maintenance,virtualization,1
IT Network Technology,S-ITPC419,System Administration and Maintenance,server architecture,1
IT Network Technology,S-ITPC419,System Administration and Maintenance,install and configure windows server,1
IT Network Technology,S-ITPC419,System Administration and Maintenance,active directory domain controller,1
IT Network Technology,S-ITPC419,System Administration and Maintenance,active directory administration,1
IT Network Technology,S-ITPC419,System Administration and Maintenance,define system administration,1
IT Network Technology,S-ITPC419,System Administration and Maintenance,install window server,1
IT Network Technology,S-ITPC419,System Administration and Maintenance,post-installation configuration,1
IT Network Technology,S-ITPC419,System Administration and Maintenance,domain controller,2
IT Network Technology,S-ITPC419,System Administration and Maintenance,graphical tools,1
IT Network Technology,S-ITPC419,System Administration and Maintenance,manage group and computer accounts,1
IT Network Technology,S-ITPC419,System Administration and Maintenance,windows server tools,1
IT Network Technology,S-ITPC419,System Administration and Maintenance,foundational knowledge,1
IT Network Technology,S-ITPC419,System Administration and Maintenance,home and system directories,1
IT Network Technology,S-ITPC419,System Administration and Maintenance,files,1
IT Network Technology,S-ITPC419,System Administration and Maintenance,manipulating file permissions,2
IT Network Technology,S-ITPC419,System Administration and Maintenance,ownership settings,2
IT Network Technology,S-ITPC419,System Administration and Maintenance,delete files,1
IT Network Technology,S-ITPC419,System Administration and Maintenance,applications,1
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,windows terminal services,5
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,local and domain group policy,5
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,installation,5
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,ntfs file system,5
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,internet information services,5
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,administration,5
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,understand system administration,1
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,windows,5
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,domain name system,5
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,virtual machine,5
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,communications,5
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,operating systems,5
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,maintenance,5
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,active director,5
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,internet security,5
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,acceleration server,5
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,windows server,5
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,linux,5
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,folder permissions,5
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,virtualization,1
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,server architecture,1
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,install and configure windows server,1
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,active directory domain controller,1
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,active directory administration,1
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,define system administration,1
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,install window server,1
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,post-installation configuration,1
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,domain controller,2
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,graphical tools,1
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,manage group and computer accounts,1
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,windows server tools,1
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,foundational knowledge,1
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,home and system directories,1
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,files,1
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,manipulating file permissions,2
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,ownership settings,2
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,delete files,1
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,applications,1
IT Network Technology,S-ITPE 001,IT Professional Elective,object-oriented programming,5
IT Network Technology,S-ITPE 001,IT Professional Elective,method overriding,5
IT Network Technology,S-ITPE 001,IT Professional Elective,generic programming,5
IT Network Technology,S-ITPE 001,IT Professional Elective,information hiding,5
IT Network Technology,S-ITPE 001,IT Professional Elective,method overloading,5
IT Network Technology,S-ITPE 001,IT Professional Elective,topics,5
IT Network Technology,S-ITPE 001,IT Professional Elective,emphasis,5
IT Network Technology,S-ITPE 001,IT Professional Elective,class inheritance,5
IT Network Technology,S-ITPE 001,IT Professional Elective,object-oriented design approaches,5
IT Network Technology,S-ITPE 001,IT Professional Elective,hands-on experience,5
IT Network Technology,S-ITPE 001,IT Professional Elective,python programming language,5
IT Network Technology,S-ITPE 001,IT Professional Elective,group programming projects,5
IT Network Technology,S-ITPE 001,IT Professional Elective,applications,5
IT Network Technology,S-ITPE 001,IT Professional Elective,programming,1
IT Network Technology,S-ITPE 001,IT Professional Elective,examine program functionality,1
IT Network Technology,S-ITPE 001,IT Professional Elective,available online python compilers,1
IT Network Technology,S-ITPE 001,IT Professional Elective,basic i/o statements,1
IT Network Technology,S-ITPE 001,IT Professional Elective,program output,1
IT Network Technology,S-ITPE 001,IT Professional Elective,program execution,1
IT Network Technology,S-ITPE 001,IT Professional Elective,test correctness,1
IT Network Technology,S-ITPE 001,IT Professional Elective,program,1
IT Network Technology,S-ITPE 001,IT Professional Elective,validate program input,1
IT Network Technology,S-ITPE 001,IT Professional Elective,design programs,1
IT Network Technology,S-ITPE 001,IT Professional Elective,object-oriented programming concepts,1
IT Network Technology,S-ITPE 001,IT Professional Elective,21st century skills,1
IT Network Technology,S-ITPE 001,IT Professional Elective,object-oriented programming language,1
IT Network Technology,S-ITPE 001,IT Professional Elective,differentiate class,1
IT Network Technology,S-ITPE 001,IT Professional Elective,objects,1
IT Network Technology,S-ITPE 001,IT Professional Elective,differentiate access levels,1
IT Network Technology,S-ITPE 001,IT Professional Elective,class members,1
IT Network Technology,S-ITPE 001,IT Professional Elective,classes,1
IT Network Technology,S-ITPE 001,IT Professional Elective,created user-defined classes,1
IT Network Technology,S-ITPE 001,IT Professional Elective,program exceptions,1
IT Network Technology,S-ITPE 001LA,IT Professional Elective,object-oriented programming,5
IT Network Technology,S-ITPE 001LA,IT Professional Elective,method overriding,5
IT Network Technology,S-ITPE 001LA,IT Professional Elective,generic programming,5
IT Network Technology,S-ITPE 001LA,IT Professional Elective,information hiding,5
IT Network Technology,S-ITPE 001LA,IT Professional Elective,method overloading,5
IT Network Technology,S-ITPE 001LA,IT Professional Elective,topics,5
IT Network Technology,S-ITPE 001LA,IT Professional Elective,emphasis,5
IT Network Technology,S-ITPE 001LA,IT Professional Elective,class inheritance,5
IT Network Technology,S-ITPE 001LA,IT Professional Elective,object-oriented design approaches,5
IT Network Technology,S-ITPE 001LA,IT Professional Elective,hands-on experience,5
IT Network Technology,S-ITPE 001LA,IT Professional Elective,python programming language,5
IT Network Technology,S-ITPE 001LA,IT Professional Elective,group programming projects,5
IT Network Technology,S-ITPE 001LA,IT Professional Elective,applications,5
IT Network Technology,S-ITPE 001LA,IT Professional Elective,programming,1
IT Network Technology,S-ITPE 001LA,IT Professional Elective,examine program functionality,1
IT Network Technology,S-ITPE 001LA,IT Professional Elective,available online python compilers,1
IT Network Technology,S-ITPE 001LA,IT Professional Elective,basic i/o statements,1
IT Network Technology,S-ITPE 001LA,IT Professional Elective,program output,1
IT Network Technology,S-ITPE 001LA,IT Professional Elective,program execution,1
IT Network Technology,S-ITPE 001LA,IT Professional Elective,test correctness,1
IT Network Technology,S-ITPE 001LA,IT Professional Elective,program,1
IT Network Technology,S-ITPE 001LA,IT Professional Elective,validate program input,1
IT Network Technology,S-ITPE 001LA,IT Professional Elective,design programs,1
IT Network Technology,S-ITPE 001LA,IT Professional Elective,object-oriented programming concepts,1
IT Network Technology,S-ITPE 001LA,IT Professional Elective,21st century skills,1
IT Network Technology,S-ITPE 001LA,IT Professional Elective,object-oriented programming language,1
IT Network Technology,S-ITPE 001LA,IT Professional Elective,differentiate class,1
IT Network Technology,S-ITPE 001LA,IT Professional Elective,objects,1
IT Network Technology,S-ITPE 001LA,IT Professional Elective,differentiate access levels,1
IT Network Technology,S-ITPE 001LA,IT Professional Elective,class members,1
IT Network Technology,S-ITPE 001LA,IT Professional Elective,classes,1
IT Network Technology,S-ITPE 001LA,IT Professional Elective,created user-defined classes,1
IT Network Technology,S-ITPE 001LA,IT Professional Elective,program exceptions,1
IT Network Technology,S-ITNT416,Big Data And Analytics,operational challenges,5
IT Network Technology,S-ITNT416,Big Data And Analytics,data management techniques,5
IT Network Technology,S-ITNT416,Big Data And Analytics,opportunities,5
