Course Code,Course Title,Course Description,Outcome Type,Period,Outcome Number,Outcome Text
S-ITCS226,Information Management,"This course prepares the students to acquire the skills of creating, analyzing, and designing databases. This will help increase their understanding of the essentials of database modeling and design, the languages and facilities provided by the database management systems, and system implementation techniques. ",TLO,Final,TLO11,Transform an E-R (or EER) diagram into a logically equivalent set of relations 
S-ITCS226,Information Management,"This course prepares the students to acquire the skills of creating, analyzing, and designing databases. This will help increase their understanding of the essentials of database modeling and design, the languages and facilities provided by the database management systems, and system implementation techniques. ",TLO,Final,TLO12,Create relational tables that incorporate entity integrity and referential integrity constraints 
S-ITCS226,Information Management,"This course prepares the students to acquire the skills of creating, analyzing, and designing databases. This will help increase their understanding of the essentials of database modeling and design, the languages and facilities provided by the database management systems, and system implementation techniques. ",TLO,Final,TLO13,Demonstrate how relations can be normalized up to 3rd normal form. 
S-ITCS226,Information Management,"This course prepares the students to acquire the skills of creating, analyzing, and designing databases. This will help increase their understanding of the essentials of database modeling and design, the languages and facilities provided by the database management systems, and system implementation techniques. ",TLO,Final,TLO14,Explains Functional Dependency and Functional Decomposition. 
S-ITCS226,Information Management,"This course prepares the students to acquire the skills of creating, analyzing, and designing databases. This will help increase their understanding of the essentials of database modeling and design, the languages and facilities provided by the database management systems, and system implementation techniques. ",TLO,Final,TLO15,Applies various Normalization techniques for database design improvement. 
S-ITCS227,Application Development and Emerging Technologies,"This course focuses on the development of applications using web, mobile and emerging technologies with emphasis on requirements management, interface, design, usability, testing and deployment, including ethical and legal considerations. ",CLO,General,CLO1,interpret the difference of front-end and back-development in web application 
S-ITCS227,Application Development and Emerging Technologies,"This course focuses on the development of applications using web, mobile and emerging technologies with emphasis on requirements management, interface, design, usability, testing and deployment, including ethical and legal considerations. ",CLO,General,CLO2,understand Web Development concept by dealing client-based case study 
S-ITCS227,Application Development and Emerging Technologies,"This course focuses on the development of applications using web, mobile and emerging technologies with emphasis on requirements management, interface, design, usability, testing and deployment, including ethical and legal considerations. ",CLO,General,CLO3,implement Object Oriented way of programming 
S-ITCS227,Application Development and Emerging Technologies,"This course focuses on the development of applications using web, mobile and emerging technologies with emphasis on requirements management, interface, design, usability, testing and deployment, including ethical and legal considerations. ",CLO,General,CLO4,"manage website using Model, View and Control "
S-ITCS227,Application Development and Emerging Technologies,"This course focuses on the development of applications using web, mobile and emerging technologies with emphasis on requirements management, interface, design, usability, testing and deployment, including ethical and legal considerations. ",CLO,General,CLO5,develop and deploy complete Web Application in live server for pilot testing 
S-ITCS227,Application Development and Emerging Technologies,"This course focuses on the development of applications using web, mobile and emerging technologies with emphasis on requirements management, interface, design, usability, testing and deployment, including ethical and legal considerations. ",CLO,General,CLO6,demonstrate 21st century skills in all learning activities 
S-ITCS227,Application Development and Emerging Technologies,"This course focuses on the development of applications using web, mobile and emerging technologies with emphasis on requirements management, interface, design, usability, testing and deployment, including ethical and legal considerations. ",TLO,Midterm,TLO1,Learn and differentiate different web development software and its features 
S-ITCS227,Application Development and Emerging Technologies,"This course focuses on the development of applications using web, mobile and emerging technologies with emphasis on requirements management, interface, design, usability, testing and deployment, including ethical and legal considerations. ",TLO,Midterm,TLO2,Obtain tools in developing Web Application Project. Students can implement objects in their codes. 
S-ITCS227,Application Development and Emerging Technologies,"This course focuses on the development of applications using web, mobile and emerging technologies with emphasis on requirements management, interface, design, usability, testing and deployment, including ethical and legal considerations. ",TLO,Midterm,TLO3,Design web application both front-end and back-end. Students can know and use different OOP programming techniques. 
S-ITCS227,Application Development and Emerging Technologies,"This course focuses on the development of applications using web, mobile and emerging technologies with emphasis on requirements management, interface, design, usability, testing and deployment, including ethical and legal considerations. ",TLO,Midterm,TLO4,Design and Implements server-side controls. 
S-ITCS227,Application Development and Emerging Technologies,"This course focuses on the development of applications using web, mobile and emerging technologies with emphasis on requirements management, interface, design, usability, testing and deployment, including ethical and legal considerations. ",TLO,Midterm,TLO5,Design and Implement Master page. 
S-ITCS227,Application Development and Emerging Technologies,"This course focuses on the development of applications using web, mobile and emerging technologies with emphasis on requirements management, interface, design, usability, testing and deployment, including ethical and legal considerations. ",TLO,Midterm,TLO6,Create and Design Web application report tools. 
S-ITCS227,Application Development and Emerging Technologies,"This course focuses on the development of applications using web, mobile and emerging technologies with emphasis on requirements management, interface, design, usability, testing and deployment, including ethical and legal considerations. ",TLO,Midterm,TLO7,"Collaboration, Skilled Communication, Knowledge Construction, Self-Regulation, Real- World Problem- Solving, Use of ICT "
S-ITCS227,Application Development and Emerging Technologies,"This course focuses on the development of applications using web, mobile and emerging technologies with emphasis on requirements management, interface, design, usability, testing and deployment, including ethical and legal considerations. ",TLO,Final,TLO5,Understand and learn APIs and JSON. 
S-ITCS227,Application Development and Emerging Technologies,"This course focuses on the development of applications using web, mobile and emerging technologies with emphasis on requirements management, interface, design, usability, testing and deployment, including ethical and legal considerations. ",TLO,Final,TLO7,Application of the course material to local situations. 
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",CLO,General,CLO1,"understand the basic cultural, social, legal and ethical issues inherent in the discipline of computing "
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",CLO,General,CLO2,develop the ability to ask serious questions about the social impact of computing and to evaluate proposed answers to those questions 
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",CLO,General,CLO3,"determine the basic legal rights of software and hardware vendors and users, and to appreciate also the ethical values which are the basis of those rights "
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",CLO,General,CLO4,"develop an understanding of the relevant social, ethical, legal and professional issues by exposing them to the larger societal context of computing "
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",CLO,General,CLO5,"justify the responsibilities that they will bear, as future practitioners, and the possible consequences of failure, understanding their own limitations as well as the limitations of their tools "
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",CLO,General,CLO6,evaluate long-term commitment to remaining current in their chosen specialization and in the discipline of computing as a whole 
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",CLO,General,CLO7,Relate the 21st century skills in all learning activities. 
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",TLO,Midterm,TLO1,To discuss motivating scenarios in order to establish reasons why it is relevant to look into social issues and professional practice (SIPP). 
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",TLO,Midterm,TLO2,To explore relevant SIPP issues. 
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",TLO,Midterm,TLO3,"Describe positive and negative ways in which computer technology (networks, mobile computing, cloud computing) alters modes of social interaction at the personal level. "
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",TLO,Midterm,TLO4,"Identify developers’ assumptions and values embedded in hardware and software design, especially as they pertain to usability for diverse populations including under-represented populations and the disabled. "
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",TLO,Midterm,TLO5,Interpret the social context of a given design and its implementation. 
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",TLO,Midterm,TLO6,Evaluate stakeholder positions in a given situation. 
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",TLO,Midterm,TLO7,Analyze an argument to identify premises and conclusion. 
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",TLO,Midterm,TLO8,Evaluate ethical/social tradeoffs in technical decisions. 
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",TLO,Final,TLO9,Identify ethical issues that arise in software development and determine how to address them technically and ethically. 
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",TLO,Final,TLO10,"Explain the ethical responsibility of ensuring software correctness, reliability and safety. "
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",TLO,Final,TLO11,Describe the mechanisms that typically exist for a professional to keep up-to-date. 
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",TLO,Final,TLO12,Describe the strengths and weaknesses of relevant professional codes as expressions of professionalism and guides to decision-making. 
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",TLO,Final,TLO13,Discuss the philosophical bases of intellectual property. 
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",TLO,Final,TLO14,Discuss the rationale for the legal protection of intellectual property. 
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",TLO,Final,TLO15,Discuss the issues involved in securing software patents. 
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",TLO,Final,TLO16,Discuss the philosophical basis for the legal protection of personal privacy. 
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",TLO,Final,TLO17,Describe the ramifications of differential privacy. 
S-ITCS329,Social Issues and Professional Practice,"This course, social issues and professional practice, studies the social impact, implications, and effects of computers, and the responsibilities of computer professionals in directing the emerging technology. Its specific topic includes an overview of the history of computing, computer applications and their impact, the computing profession, the legal and ethical responsibilities of professionals and careers in computing. ",TLO,Final,TLO18,Identify strategies to enable appropriate freedom of expression. 
S-ITCS111,Introduction to Computing,"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",CLO,General,CLO1,"evaluate the appropriate computer components to build, repair, or upgrade personal computers"
S-ITCS111,Introduction to Computing,"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",CLO,General,CLO2,"analyze basic host, data, and network security"
S-ITCS111,Introduction to Computing,"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",CLO,General,CLO3,explain the roles and responsibilities of the IT professional
S-ITCS111,Introduction to Computing,"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",CLO,General,CLO4,apply the fundamental ethical principles that form the basis for the ACM Code of Ethics and Professional Conduct
S-ITCS111,Introduction to Computing,"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",CLO,General,CLO5,understand and apply the concepts involving framework for website development
S-ITCS111,Introduction to Computing,"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",CLO,General,CLO6,"remember design standards in planning the layout, design, and development of a complete website"
S-ITCS111,Introduction to Computing,"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",CLO,General,CLO7,demonstrate 21st-century skills in all learning activities
S-ITCS111,Introduction to Computing,"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",TLO,Midterm,TLO1,Explain how to keep personal computer components safe.
S-ITCS111,Introduction to Computing,"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",TLO,Midterm,TLO2,Explain the features and functions of computer components.
S-ITCS111,Introduction to Computing,"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",TLO,Midterm,TLO3,Describe different types of malware.
S-ITCS111,Introduction to Computing,"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",TLO,Midterm,TLO4,Explain physical security measures.
S-ITCS111,Introduction to Computing,"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",TLO,Midterm,TLO5,Explain the six steps of the troubleshooting process for security.
S-ITCS111,Introduction to Computing,"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",TLO,Midterm,TLO6,Understand the necessary skills to become a successful IT professional
S-ITCS111,Introduction to Computing,"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",TLO,Final,TLO7,Understand the ACM Code of Ethics and Professional Conduct to guide the ethical conduct of all computing professionals.
S-ITCS111,Introduction to Computing,"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",TLO,Final,TLO8,Study the basic concepts of HTML.
S-ITCS111,Introduction to Computing,"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",TLO,Final,TLO9,Use HTML elements and attributes in designing Web pages.
S-ITCS111,Introduction to Computing,"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",TLO,Final,TLO10,Apply the various standards in the planning and design of websites using CSS.
S-ITCS111LA,Introduction to Computing (Laboratory),"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",CLO,General,CLO1,"select the appropriate computer components to build, repair, or upgrade personal computers"
S-ITCS111LA,Introduction to Computing (Laboratory),"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",CLO,General,CLO2,"explain basic host, data, and network security"
S-ITCS111LA,Introduction to Computing (Laboratory),"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",CLO,General,CLO3,explain the roles and responsibilities of the IT professional
S-ITCS111LA,Introduction to Computing (Laboratory),"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",CLO,General,CLO4,study the fundamental ethical principles that form the basis for the ACM Code of Ethics and Professional Conduct
S-ITCS111LA,Introduction to Computing (Laboratory),"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",CLO,General,CLO5,understand and apply the concepts involving framework for website development
S-ITCS111LA,Introduction to Computing (Laboratory),"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",CLO,General,CLO6,"utilize design standards in planning the layout, design, and development of a complete website"
S-ITCS111LA,Introduction to Computing (Laboratory),"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",CLO,General,CLO7,Demonstrate 21st-century skills in all learning activities
S-ITCS111LA,Introduction to Computing (Laboratory),"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",TLO,Midterm,TLO1,Explain how to keep personal computer components safe.
S-ITCS111LA,Introduction to Computing (Laboratory),"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",TLO,Midterm,TLO2,Explain the features and functions of computer components.
S-ITCS111LA,Introduction to Computing (Laboratory),"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",TLO,Midterm,TLO3,Describe different types of malware.
S-ITCS111LA,Introduction to Computing (Laboratory),"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",TLO,Midterm,TLO4,Explain physical security measures.
S-ITCS111LA,Introduction to Computing (Laboratory),"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",TLO,Midterm,TLO5,Explain the six steps of the troubleshooting process for security.
S-ITCS111LA,Introduction to Computing (Laboratory),"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",TLO,Midterm,TLO6,Understand the necessary skills to become a successful IT professional
S-ITCS111LA,Introduction to Computing (Laboratory),"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",TLO,Final,TLO7,Understand the ACM Code of Ethics and Professional Conduct to guide the ethical conduct of all computing professionals.
S-ITCS111LA,Introduction to Computing (Laboratory),"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",TLO,Final,TLO8,Study the basic concepts of HTML.
S-ITCS111LA,Introduction to Computing (Laboratory),"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",TLO,Final,TLO9,Use HTML elements and attributes in designing Web pages.
S-ITCS111LA,Introduction to Computing (Laboratory),"This course provides an overview of the Computing Industry and Computing profession, including Research and Applications in different fields; an Appreciation of Computing in different fields such as Biology, Sociology, Environment, and Gaming; an understanding of ACM requirements; an appreciation of the history of computing; and knowledge of the key components of computer systems (organizations and architecture), Malware, Computer Security, Internet and Internet protocols, HTML4/5 and CSS.",TLO,Final,TLO10,Apply the various standards in the planning and design of websites using CSS.
S-ITCS112,Fundamentals of Programming,"Introduces programming with emphasis on algorithmic and fundamentals programming concepts. This also includes software development methodology, data types, control structures, arrays, and the mechanics of running, testing, and debugging.",CLO,General,CLO1,"understand software methodology, algorithms, and flowchart"
